ID,Index,b,Dc,Mc,Mr0,dt
2,52043,0.629561068625178,-0.0563630275453901,0.311544881919052,-0.0571035344077339,-0.606121746881541
2,52044,0.758441615918699,-0.440085022027758,0.767763302039503,0.159333087644042,0.35727530133731
2,52045,0.190761241213131,-0.306898810535674,0.204399188173509,0.191246253259799,-0.81616203211135
2,52046,-0.0561833961275975,-0.0723868318827185,-0.0186591327493943,0.172321639914533,-0.368129190637638
2,52047,-0.220304872445607,0.272838233277868,-0.355889606167789,0.369776558869111,-0.695784312404275
2,52048,0.347511035291208,0.526421779203842,0.0546468530093685,0.457606206698575,-0.879266802191472
2,52049,-0.339601456682017,0.800632518033023,-0.184664275799186,0.477471844868574,-0.540008650087956
2,52050,-0.262446462302677,0.538864904339963,-0.484100508444832,0.640724215419061,-0.770857595452691
2,52051,-0.457996230461544,0.230191096393204,-0.464197581693635,0.654232789782739,-0.88208711176617
2,52052,0.451151324440418,0.789571065055935,0.0160978462335061,0.648184725936068,-0.751897246233606
2,52053,0.123134207202046,0.363809122976183,-0.260273333901494,0.642207441044518,-0.768250551731935
2,52054,-0.0840603714072959,0.417209252958701,-0.618622400039878,0.688164030711475,-0.681855552833242
2,52055,1.08615830326351,0.0996413365548864,0.166990272566232,0.649091830956956,0.0733523785986617
2,52056,0.584442486480392,0.450792203630622,-0.26356848878382,0.761638815173606,-0.77059455319925
2,52057,0.610101055346906,0.320136986459326,-0.191562106538379,0.756730640057847,0.137630740464398
2,52058,0.565924429323406,0.442165281579249,0.214249189398857,0.803762760531715,-0.446070443015096
2,52059,-0.265937993173309,0.110435151682988,-0.90757112130108,0.802317199545454,-0.87197469326551
2,52060,0.518650292514376,-0.0388886682586028,-0.223932819593938,0.812796738583107,-0.324787729893299
2,52061,0.149628716885222,0.696312679091464,-0.0562606416287642,0.864200559979271,-0.730903948029353
2,52062,1.01057425028207,0.796138177378378,0.522562547641139,0.841734846326722,-0.214172131852447
2,52063,0.498401268075434,0.790390357358775,0.256989686671811,0.853540578298907,-0.276353149687694
2,52064,-0.214822125206457,0.517221334321888,-0.609028933357201,0.792088140768631,0.890802083639551
2,52065,0.697893494827288,0.302797064781122,0.152310101549266,0.978098557899586,-0.56108170045283
2,52066,0.0154277384558623,0.567971729132671,-0.296799779761275,1.07324454114461,-0.828515045694676
2,52067,0.61114527038941,0.855615177464854,0.482525256524635,1.12954733113546,-0.584930145354724
2,52068,-0.139740892538403,0.776757916988617,-0.770286819339066,1.10459365370429,-0.321492530153287
2,52069,0.16343362792431,0.533873207759145,-0.392615571865909,1.08058231502375,1.11938090941267
2,52070,0.260169347246365,0.114329883450292,-0.267376655745903,1.03533113675784,0.370648837583183
2,52071,0.383439238576152,0.470407997302051,-0.242420581445349,1.04986026276372,-0.650187079273032
2,52072,-0.240755566705237,0.330673981862936,-0.529343632751398,1.0024976281575,-0.0433753459431443
2,52073,1.2791561178292,0.611337216375818,1.02244674075508,1.08300447383545,-0.886984961551761
2,52074,0.258112401295613,0.311306700988216,0.257986933192729,1.07478263975762,-0.633705200490256
2,52075,0.565392496436667,0.589956894598288,0.0268160683218045,1.13043766134264,-0.630365141542588
2,52076,0.38681368613059,0.690116835365867,-0.280360768902672,1.19008765955337,-0.762484896925822
2,52077,0.0697999244387827,0.701953356809037,-0.448388841220122,1.27834178777425,-0.79775366665074
2,52078,-0.458816363194703,0.760934490114006,-1.18204070132268,1.30229044828871,-0.656483404201674
2,52079,-0.352878671563204,0.625691241129205,-0.742267243115398,1.30581368978591,-0.835113942677551
2,52080,0.138846487470124,0.765873932308127,-0.208174202654819,1.30511852784034,-0.803181514713799
2,52081,-0.314684708006031,0.496913061597526,-0.634685614134916,1.27298383314483,0.602937136310413
2,52082,-0.36797865973851,0.938605829207358,-0.788791418732334,1.22119389245935,0.740317039778245
2,52083,-0.211945691838417,0.815636715876334,-0.73925966725892,1.08970493124422,1.58640525038537
2,52084,-0.445965366392019,0.807716729826618,-0.584790675797208,1.25669531841428,0.307963784976519
2,52085,-0.216536654404245,0.821495325485415,-0.507314701385749,1.12641168267647,1.86698732196328
2,52086,-0.126775268098501,0.909052277933582,-0.467303746214476,1.21466832741626,-0.732984199712133
2,52087,-0.134376269331157,1.24949504622394,-0.758562089145993,1.38442363046963,-0.385520982101362
2,52088,0.391505328483903,1.32305891037011,0.230788698010818,1.42293656883215,-0.573251417218189
2,52089,-0.435147829919158,0.760597456906544,-0.181610789243719,1.66314093229707,-0.509924038153629
2,52090,-0.391457648501728,1.20827751299695,-0.422922332134977,1.74879073771013,-0.673204052721466
2,52091,0.490832192830669,0.31119119084234,0.900273290193197,1.75352245665646,-0.807295929957416
2,52092,1.02880876245962,0.612794803115585,1.57765493462509,1.79811728249679,-0.768247717845213
2,52093,-0.04586984616928,0.612175709911647,0.294197635309135,1.67388438110282,0.688770779657408
2,52094,0.617963721297249,0.907942473383589,0.879727116349378,1.91343206253988,-0.463543077164882
2,52095,-0.578866552568631,0.93706521101058,-0.489788576088134,1.85769738753546,1.67161670703523
2,52096,-0.315379450086824,1.06189219749096,0.265890025835855,1.85369075005537,-0.846249022972713
2,52097,0.459209964378761,0.513245408522247,0.649374121389699,1.85339548425092,-0.171413354983775
2,52098,0.720150842214947,0.823737866986177,0.500752073219104,1.86880266954156,-0.880603055389442
2,52099,0.535982749436729,0.673136440842162,0.321159561219803,1.62943366540321,2.2752208038785
2,52100,0.413348018449705,0.568413733507888,0.886000797619106,1.59987539038202,-0.404178866398479
2,52101,-0.276618065457911,0.654696341793021,0.0737186211223572,1.65391200502806,-0.464366061463687
2,52102,0.310995441390131,0.340570207640055,0.713876529681888,1.65784298436823,-0.42405524025585
2,52103,-0.0476139328949035,0.762375988213457,0.168418465957394,1.90846241153847,-0.139726614938681
2,52104,-0.163098358289189,0.257804201375911,-0.223968883194507,1.9273319030436,-0.56778090757899
2,52105,0.159986969226269,0.451734347193721,0.6627382535469,1.88881793043586,-0.432597052189034
2,52106,0.323119163864644,0.452662911268164,0.829322408237669,1.83818162004422,-0.116946989632927
2,52107,-0.116271372146776,0.474546478611032,0.344343309897395,1.83140449451873,-0.811350230929215
2,52108,-0.260318177762402,0.264834511507407,-0.00886483337012316,1.85245406654988,-0.667075277387572
2,52109,-0.953188987723208,0.120407008475413,-0.949474868064855,1.79456576036762,-0.107717382911739
2,52110,-0.534883495380157,0.182600078168563,-0.82989166674037,1.72784313498209,0.444585150018504
2,52111,-0.63787707530966,0.42359884052832,-0.754948138392556,1.73517790209631,-0.126635841859361
2,52112,-0.244289318526497,0.275221876999812,0.481259315483021,1.63316752079019,0.763311870557507
2,52113,0.257127755508426,0.072297327669324,0.902417826218138,1.58688020837095,-0.033925542004013
2,52114,-0.674686410737002,0.092991598759564,-0.0637373142804605,1.54095551377585,0.200147222225335
2,52115,-0.156301690112601,-0.192388620430936,0.355948586535959,1.62839638076382,-0.55669967094141
2,52116,-0.241652560101701,-0.135520806077067,0.327509804286688,1.35026304433661,3.39985569557153
2,52117,-0.352750219655952,-0.318761624384446,-0.587217800844752,1.60342763786257,-0.783565196986103
2,52118,-0.49279266013281,-0.0757493671828546,-0.320734491265468,1.65410955141997,-0.482005384985015
2,52119,-0.934510075209307,-0.0642026828344437,-1.19395555251529,1.71379067606324,-0.581331663441327
2,52120,-0.872347821472888,0.0508211688176362,-0.974059691321628,1.70868383905644,-0.83275054156224
2,52121,-0.929115182302442,-0.172382379172054,-1.02014004817391,1.66322774578454,-0.249655467829055
2,52122,-1.18534404648062,-0.132741731687525,-1.5062211893754,1.59869473398928,1.14392624206047
2,52123,-1.13754339589143,-0.161900824074101,-1.44318078260867,1.64203228565411,-0.0573722814378564
2,52124,-0.984945883738842,-0.226508125188548,-1.09410685518559,1.73909469527915,-0.27506682191176
2,52125,-0.291405604395963,0.124252909304674,-0.269613666627967,1.75008448722442,-0.602666519211212
2,52126,-0.316387606970169,0.0045607980883881,-0.331583164744288,1.64142214823526,2.41032805118392
2,52127,-0.97589467290178,-0.177751892177921,-0.838186721354639,1.38448390762014,3.06709520244807
2,52128,-0.643610466778484,-0.055544255433032,-0.45511181480122,1.23608795362102,1.22050827783806
2,52129,-0.537485168362389,0.0448155941677425,-0.612903006118813,1.22954492178193,-0.192467834250805
2,52130,-0.945790172749775,0.0320140565416016,-0.913476819359711,1.14669159578863,0.453885071894244
2,52131,-0.823281597629354,-0.147392694252609,-0.418973875807237,1.21244502948997,0.374772350536384
2,52132,-0.674262833624871,0.219334161285433,-1.13342047992676,1.54254731607099,-0.880106954649243
2,52133,-0.581727687595653,-0.257423447329876,-0.400782264757602,1.53435856892507,-0.585635993694392
2,52134,-0.779858248427834,0.0343361851438296,-0.733923061355123,1.62488059420039,-0.729241162082634
2,52135,-0.798957778285811,-0.113946824450576,-0.606056658302164,1.73219197275755,-0.765491743212127
2,52136,-0.708353066907293,0.375614262063576,-0.224166493720624,1.78984698978651,-0.443185884087975
2,52137,-0.482693108261401,0.3642717243865,0.220885108536963,1.73851801955669,-0.0398073304934088
2,52138,-0.312737550049376,-0.0146978190840392,0.601979580251886,1.71683331523642,-0.112254823333652
2,52139,0.389458083721398,0.243826264603492,0.997926365798312,1.4579271590756,2.80708451155516
2,52140,-0.245248943572648,-0.0702590801221264,0.187593911771211,1.43234517857753,0.092867413466327
2,52141,-0.90782941381784,-0.473810312626738,-0.57440794637529,1.42955857064739,0.0364935952904114
2,52142,0.184571979273474,0.150088318484195,0.506361509284155,1.6473173110218,-0.517104837830922
2,52143,-0.251068200014587,-0.386474859187939,0.204189944131578,1.61871402902398,-0.400542545471806
2,52144,-0.215053139800357,-0.281439049415165,0.697174563297464,1.66863849944335,-0.7313219589579
2,52145,-0.343532673321654,0.25498291260198,-0.00174853993498965,1.74159438625857,-0.759423602505053
2,52146,-0.116060390520675,0.189215568199162,0.316310271781392,1.84853538939814,-0.848251982288496
2,52147,-0.506485108313981,0.261414039245072,-0.0646283436121309,1.84219130177067,-0.801332776791966
2,52148,-0.57453627812788,0.138168079175793,0.175305505934289,1.85513353491088,-0.836332515802741
2,52149,-0.561019951640662,0.346980773505267,-0.316988216563198,1.99397858124294,-0.244945131259727
2,52150,-0.423428191094426,-0.101084757870013,-0.0624086026302731,2.37494219219896,-0.819584379857695
