ID,Index,Cluster
1,24910,1
1,24911,1
1,24912,1
1,24913,1
1,24914,1
1,24915,1
1,24916,1
1,24917,1
1,24918,0
1,24919,0
1,24920,0
1,24921,1
1,24922,1
1,24923,1
1,24924,0
1,24925,0
1,24926,0
1,24927,0
1,24928,1
1,24929,1
1,24930,1
1,24931,0
1,24932,1
1,24933,0
1,24934,0
1,24935,0
1,24936,1
1,24937,1
1,24938,0
1,24939,0
1,24940,0
1,24941,0
1,24942,0
1,24943,1
1,24944,0
1,24945,0
1,24946,0
1,24947,0
1,24948,0
1,24949,0
1,24950,0
1,24951,0
1,24952,0
1,24953,1
1,24954,0
1,24955,1
1,24956,0
1,24957,0
1,24958,0
1,24959,0
1,24960,0
1,24961,0
1,24962,1
1,24963,1
1,24964,1
1,24965,1
1,24966,1
1,24967,1
1,24968,1
1,24969,0
1,24970,0
1,24971,1
1,24972,1
1,24973,1
1,24974,1
1,24975,0
1,24976,1
1,24977,1
1,24978,1
1,24979,1
1,24980,1
1,24981,1
1,24982,1
1,24983,1
1,24984,1
1,24985,1
1,24986,1
1,24987,1
1,24988,1
1,24989,1
1,24990,1
1,24991,1
1,24992,1
1,24993,1
1,24994,1
1,24995,1
1,24996,1
1,24997,1
1,24998,1
1,24999,1
1,25000,1
1,25001,1
1,25002,1
1,25003,1
1,25004,1
1,25005,0
1,25006,1
1,25007,1
1,25008,0
1,25009,0
1,25010,1
1,25011,1
1,25012,1
1,25013,1
1,25014,1
1,25015,1
1,25016,1
1,25017,1
1,25018,0
1,25019,1
1,25020,1
1,25021,1
1,25022,1
1,25023,1
1,25024,1
1,25025,0
1,25026,0
1,25027,0
1,25028,0
1,25029,0
1,25030,0
1,25031,1
1,25032,1
1,25033,1
1,25034,1
1,25035,1
1,25036,1
1,25037,1
1,25038,1
1,25039,1
1,25040,1
1,25041,1
1,25042,1
1,25043,0
1,25044,1
1,25045,0
1,25046,0
1,25047,0
1,25048,0
1,25049,0
1,25050,1
1,25051,0
1,25052,1
1,25053,0
1,25054,1
1,25055,0
1,25056,1
1,25057,1
1,25058,1
1,25059,0
1,25060,1
1,25061,1
1,25062,0
1,25063,0
1,25064,0
1,25065,0
1,25066,0
1,25067,0
1,25068,0
1,25069,1
1,25070,1
1,25071,0
1,25072,1
1,25073,0
1,25074,1
1,25075,0
1,25076,1
1,25077,1
1,25078,0
1,25079,0
1,25080,1
1,25081,1
1,25082,0
1,25083,0
1,25084,0
1,25085,1
1,25086,0
1,25087,0
1,25088,1
1,25089,0
1,25090,0
1,25091,0
1,25092,0
1,25093,0
1,25094,1
1,25095,1
1,25096,1
1,25097,0
1,25098,1
1,25099,1
1,25100,1
1,25101,1
1,25102,1
1,25103,1
1,25104,1
1,25105,1
1,25106,1
1,25107,1
1,25108,1
1,25109,1
1,25110,1
1,25111,1
1,25112,1
1,25113,1
1,25114,1
1,25115,1
1,25116,1
1,25117,1
1,25118,1
1,25119,1
1,25120,1
1,25121,1
1,25122,1
1,25123,1
1,25124,1
1,25125,1
1,25126,1
1,25127,1
1,25128,1
1,25129,1
1,25130,1
1,25131,1
1,25132,1
1,25133,1
1,25134,1
1,25135,1
1,25136,1
1,25137,1
1,25138,1
1,25139,1
1,25140,1
1,25141,1
1,25142,1
1,25143,1
1,25144,1
1,25145,1
1,25146,1
1,25147,1
1,25148,1
1,25149,1
1,25150,1
1,25151,1
1,25152,1
1,25153,1
1,25154,1
1,25155,1
1,25156,1
1,25157,1
1,25158,1
1,25159,1
1,25160,1
1,25161,0
1,25162,1
1,25163,1
1,25164,1
1,25165,1
1,25166,1
1,25167,1
1,25168,1
1,25169,1
1,25170,1
1,25171,1
1,25172,1
1,25173,1
1,25174,1
1,25175,1
1,25176,1
1,25177,1
1,25178,1
1,25179,1
1,25180,0
1,25181,1
1,25182,1
1,25183,1
1,25184,1
1,25185,1
1,25186,0
1,25187,1
1,25188,1
1,25189,1
1,25190,0
1,25191,1
1,25192,1
1,25193,1
1,25194,1
1,25195,1
1,25196,1
1,25197,1
1,25198,1
1,25199,1
1,25200,1
1,25201,1
1,25202,1
1,25203,1
1,25204,0
1,25205,1
1,25206,1
1,25207,0
1,25208,1
1,25209,1
1,25210,1
1,25211,0
1,25212,1
1,25213,1
1,25214,1
1,25215,0
1,25216,0
1,25217,0
1,25218,0
1,25219,1
1,25220,0
1,25221,1
1,25222,1
1,25223,1
1,25224,1
1,25225,1
1,25226,0
1,25227,1
1,25228,1
1,25229,1
1,25230,1
1,25231,1
1,25232,0
1,25233,1
1,25234,0
1,25235,0
1,25236,1
1,25237,1
1,25238,1
1,25239,1
1,25240,1
1,25241,1
1,25242,1
1,25243,1
1,25244,1
1,25245,1
1,25246,1
1,25247,1
1,25248,1
1,25249,1
1,25250,1
1,25251,1
1,25252,1
1,25253,1
1,25254,1
1,25255,1
1,25256,1
1,25257,1
1,25258,0
1,25259,1
1,25260,1
1,25261,1
1,25262,1
1,25263,1
1,25264,1
1,25265,1
1,25266,1
1,25267,1
1,25268,1
1,25269,1
1,25270,1
1,25271,1
1,25272,1
1,25273,0
1,25274,1
1,25275,0
1,25276,1
1,25277,1
1,25278,1
1,25279,1
1,25280,1
1,25281,1
1,25282,1
1,25283,1
1,25284,1
1,25285,1
1,25286,1
1,25287,0
1,25288,1
1,25289,1
1,25290,1
1,25291,1
1,25292,1
1,25293,1
1,25294,1
1,25295,1
1,25296,1
1,25297,1
1,25298,1
1,25299,1
1,25300,1
1,25301,1
1,25302,1
1,25303,1
1,25304,1
1,25305,1
1,25306,1
1,25307,1
1,25308,1
1,25309,0
1,25310,0
1,25311,1
1,25312,1
1,25313,1
1,25314,1
1,25315,1
1,25316,1
1,25317,1
1,25318,1
1,25319,1
1,25320,1
1,25321,1
1,25322,1
1,25323,1
1,25324,1
1,25325,1
1,25326,1
1,25327,1
1,25328,1
1,25329,1
1,25330,1
1,25331,1
1,25332,0
1,25333,1
1,25334,1
1,25335,1
1,25336,0
1,25337,1
1,25338,1
1,25339,1
1,25340,1
1,25341,1
1,25342,1
1,25343,1
1,25344,1
1,25345,1
1,25346,0
1,25347,1
1,25348,1
1,25349,1
1,25350,1
1,25351,1
1,25352,1
1,25353,1
1,25354,1
1,25355,0
1,25356,1
1,25357,1
1,25358,1
1,25359,1
1,25360,0
1,25361,1
1,25362,1
1,25363,1
1,25364,1
1,25365,1
1,25366,1
1,25367,1
1,25368,1
1,25369,1
1,25370,1
1,25371,1
1,25372,1
1,25373,1
1,25374,1
1,25375,0
1,25376,1
1,25377,1
1,25378,1
1,25379,1
1,25380,1
1,25381,1
1,25382,1
1,25383,0
1,25384,1
1,25385,1
1,25386,1
1,25387,1
1,25388,1
1,25389,1
1,25390,1
1,25391,1
1,25392,1
1,25393,0
1,25394,0
1,25395,1
1,25396,1
1,25397,0
1,25398,1
1,25399,0
1,25400,1
1,25401,1
1,25402,1
1,25403,0
1,25404,0
1,25405,0
1,25406,0
1,25407,0
1,25408,0
1,25409,0
1,25410,0
1,25411,0
1,25412,0
1,25413,0
1,25414,0
1,25415,1
1,25416,0
1,25417,0
1,25418,0
1,25419,0
1,25420,0
1,25421,0
1,25422,0
1,25423,0
1,25424,0
1,25425,1
1,25426,1
1,25427,0
1,25428,0
1,25429,0
1,25430,1
1,25431,0
1,25432,0
1,25433,0
1,25434,1
1,25435,0
1,25436,1
1,25437,0
1,25438,0
1,25439,1
1,25440,0
1,25441,1
1,25442,1
1,25443,1
1,25444,1
1,25445,0
1,25446,0
1,25447,0
1,25448,1
1,25449,0
1,25450,1
1,25451,0
1,25452,1
1,25453,1
1,25454,0
1,25455,0
1,25456,0
1,25457,0
1,25458,0
1,25459,1
1,25460,0
1,25461,0
1,25462,0
1,25463,0
1,25464,0
1,25465,0
1,25466,0
1,25467,0
1,25468,0
1,25469,0
1,25470,0
1,25471,0
1,25472,0
1,25473,0
1,25474,0
1,25475,0
1,25476,0
1,25477,0
1,25478,0
1,25479,0
1,25480,0
1,25481,1
1,25482,0
1,25483,0
1,25484,0
1,25485,0
1,25486,0
1,25487,0
1,25488,1
1,25489,0
1,25490,0
1,25491,0
1,25492,0
1,25493,0
1,25494,0
1,25495,0
1,25496,0
1,25497,0
1,25498,0
1,25499,0
1,25500,0
1,25501,0
1,25502,0
1,25503,0
1,25504,0
1,25505,0
1,25506,0
1,25507,0
1,25508,0
1,25509,0
1,25510,0
1,25511,0
1,25512,0
1,25513,1
1,25514,0
1,25515,0
1,25516,0
1,25517,1
1,25518,0
1,25519,0
1,25520,0
1,25521,0
1,25522,0
1,25523,0
1,25524,0
1,25525,0
1,25526,0
1,25527,1
1,25528,1
1,25529,1
1,25530,0
1,25531,0
1,25532,0
1,25533,1
1,25534,0
1,25535,1
1,25536,0
1,25537,1
1,25538,0
1,25539,0
1,25540,0
1,25541,1
1,25542,0
1,25543,0
1,25544,0
1,25545,0
1,25546,0
1,25547,0
1,25548,1
1,25549,0
1,25550,1
1,25551,0
1,25552,0
1,25553,1
1,25554,0
1,25555,1
1,25556,1
1,25557,0
1,25558,0
1,25559,0
1,25560,1
1,25561,0
1,25562,0
1,25563,1
1,25564,1
1,25565,1
1,25566,0
1,25567,0
1,25568,0
1,25569,1
1,25570,0
1,25571,0
1,25572,0
1,25573,0
1,25574,1
1,25575,0
1,25576,1
1,25577,0
1,25578,1
1,25579,0
1,25580,1
1,25581,1
1,25582,1
1,25583,1
1,25584,1
1,25585,1
1,25586,1
1,25587,1
1,25588,1
1,25589,1
1,25590,1
1,25591,1
1,25592,1
1,25593,1
1,25594,1
1,25595,1
1,25596,1
1,25597,1
1,25598,1
1,25599,0
1,25600,1
1,25601,1
1,25602,1
1,25603,1
1,25604,1
1,25605,1
1,25606,1
1,25607,1
1,25608,1
1,25609,1
1,25610,1
1,25611,1
1,25612,1
1,25613,1
1,25614,1
1,25615,1
1,25616,1
1,25617,1
1,25618,1
1,25619,0
1,25620,1
1,25621,1
1,25622,1
1,25623,1
1,25624,1
1,25625,1
1,25626,1
1,25627,1
1,25628,1
1,25629,0
1,25630,1
1,25631,1
1,25632,0
1,25633,1
1,25634,1
1,25635,1
1,25636,1
1,25637,1
1,25638,1
1,25639,1
1,25640,0
1,25641,0
1,25642,1
1,25643,1
1,25644,1
1,25645,1
1,25646,1
1,25647,1
1,25648,1
1,25649,1
1,25650,1
1,25651,0
1,25652,1
1,25653,1
1,25654,1
1,25655,1
1,25656,1
1,25657,1
1,25658,1
1,25659,1
1,25660,1
1,25661,1
1,25662,1
1,25663,1
1,25664,1
1,25665,1
1,25666,0
1,25667,0
1,25668,1
1,25669,1
1,25670,1
1,25671,1
1,25672,1
1,25673,1
1,25674,1
1,25675,0
1,25676,1
1,25677,1
1,25678,1
1,25679,1
1,25680,1
1,25681,1
1,25682,1
1,25683,1
1,25684,1
1,25685,1
1,25686,1
1,25687,1
1,25688,0
1,25689,1
1,25690,1
1,25691,1
1,25692,1
1,25693,1
1,25694,0
1,25695,1
1,25696,1
1,25697,1
1,25698,1
1,25699,1
1,25700,1
1,25701,1
1,25702,1
1,25703,0
1,25704,0
1,25705,0
1,25706,0
1,25707,0
1,25708,1
1,25709,1
1,25710,1
1,25711,1
1,25712,0
1,25713,0
1,25714,1
1,25715,1
1,25716,0
1,25717,0
1,25718,0
1,25719,1
1,25720,1
1,25721,1
1,25722,0
1,25723,1
1,25724,1
1,25725,0
1,25726,0
1,25727,0
1,25728,1
1,25729,0
1,25730,0
1,25731,1
1,25732,1
1,25733,1
1,25734,0
1,25735,0
1,25736,0
1,25737,1
1,25738,0
1,25739,1
1,25740,0
1,25741,1
1,25742,1
1,25743,0
1,25744,1
1,25745,1
1,25746,0
1,25747,0
1,25748,1
1,25749,0
1,25750,0
1,25751,1
1,25752,0
1,25753,0
1,25754,1
2,52043,1
2,52044,0
2,52045,1
2,52046,1
2,52047,1
2,52048,1
2,52049,1
2,52050,1
2,52051,1
2,52052,1
2,52053,1
2,52054,1
2,52055,0
2,52056,1
2,52057,1
2,52058,1
2,52059,1
2,52060,1
2,52061,1
2,52062,0
2,52063,0
2,52064,1
2,52065,1
2,52066,1
2,52067,0
2,52068,0
2,52069,1
2,52070,0
2,52071,1
2,52072,0
2,52073,0
2,52074,1
2,52075,1
2,52076,1
2,52077,0
2,52078,0
2,52079,0
2,52080,0
2,52081,0
2,52082,1
2,52083,0
2,52084,0
2,52085,0
2,52086,0
2,52087,0
2,52088,0
2,52089,0
2,52090,0
2,52091,0
2,52092,0
2,52093,0
2,52094,0
2,52095,0
2,52096,0
2,52097,0
2,52098,0
2,52099,0
2,52100,0
2,52101,0
2,52102,0
2,52103,0
2,52104,0
2,52105,0
2,52106,0
2,52107,0
2,52108,0
2,52109,1
2,52110,1
2,52111,1
2,52112,0
2,52113,0
2,52114,1
2,52115,0
2,52116,0
2,52117,1
2,52118,0
2,52119,1
2,52120,1
2,52121,1
2,52122,1
2,52123,1
2,52124,1
2,52125,0
2,52126,0
2,52127,1
2,52128,0
2,52129,1
2,52130,1
2,52131,1
2,52132,1
2,52133,1
2,52134,0
2,52135,0
2,52136,0
2,52137,0
2,52138,0
2,52139,0
2,52140,0
2,52141,1
2,52142,0
2,52143,0
2,52144,0
2,52145,0
2,52146,0
2,52147,0
2,52148,0
2,52149,0
2,52150,0
2,52151,0
2,52152,0
2,52153,0
2,52154,0
2,52155,0
2,52156,0
2,52157,0
2,52158,0
2,52159,0
2,52160,0
2,52161,0
2,52162,0
2,52163,0
2,52164,0
2,52165,0
2,52166,0
2,52167,0
2,52168,0
2,52169,0
2,52170,0
2,52171,0
2,52172,0
2,52173,0
2,52174,0
2,52175,0
2,52176,0
2,52177,0
2,52178,0
2,52179,0
2,52180,0
2,52181,0
2,52182,0
2,52183,0
2,52184,0
2,52185,0
2,52186,0
2,52187,0
2,52188,0
2,52189,0
2,52190,0
2,52191,0
2,52192,0
2,52193,0
2,52194,0
2,52195,0
2,52196,0
2,52197,0
2,52198,0
2,52199,0
2,52200,0
2,52201,0
2,52202,0
2,52203,0
2,52204,0
2,52205,0
2,52206,0
2,52207,0
2,52208,0
2,52209,0
2,52210,0
2,52211,0
2,52212,0
2,52213,0
2,52214,0
2,52215,0
2,52216,0
2,52217,0
2,52218,0
2,52219,0
2,52220,0
2,52221,0
2,52222,0
2,52223,0
2,52224,0
2,52225,0
2,52226,0
2,52227,0
2,52228,0
2,52229,0
2,52230,0
2,52231,1
2,52232,1
2,52233,0
2,52234,0
2,52235,1
2,52236,1
2,52237,0
2,52238,1
2,52239,0
2,52240,0
2,52241,1
2,52242,1
2,52243,0
2,52244,0
2,52245,0
2,52246,0
2,52247,0
2,52248,0
2,52249,1
2,52250,1
2,52251,0
2,52252,0
2,52253,1
2,52254,0
2,52255,1
2,52256,0
2,52257,0
2,52258,0
2,52259,0
2,52260,0
2,52261,0
2,52262,0
2,52263,1
2,52264,0
2,52265,0
2,52266,0
2,52267,0
2,52268,0
2,52269,0
2,52270,0
2,52271,0
2,52272,0
2,52273,0
2,52274,0
2,52275,0
2,52276,0
2,52277,0
2,52278,0
2,52279,0
2,52280,0
2,52281,0
2,52282,0
2,52283,0
2,52284,0
2,52285,0
2,52286,0
2,52287,0
2,52288,0
2,52289,0
2,52290,0
2,52291,0
2,52292,0
2,52293,0
2,52294,0
2,52295,0
2,52296,0
2,52297,0
2,52298,0
2,52299,0
2,52300,0
2,52301,0
2,52302,0
2,52303,0
2,52304,0
2,52305,0
2,52306,0
2,52307,0
2,52308,0
2,52309,0
2,52310,0
2,52311,0
2,52312,0
2,52313,0
2,52314,0
2,52315,0
2,52316,0
2,52317,0
2,52318,0
2,52319,0
2,52320,0
2,52321,0
2,52322,0
2,52323,0
2,52324,0
2,52325,0
2,52326,0
2,52327,0
2,52328,0
2,52329,0
2,52330,0
2,52331,0
2,52332,0
2,52333,0
2,52334,0
2,52335,0
2,52336,0
2,52337,0
2,52338,0
2,52339,0
2,52340,0
2,52341,0
2,52342,0
2,52343,0
2,52344,0
2,52345,0
2,52346,0
2,52347,0
2,52348,0
2,52349,0
2,52350,0
2,52351,0
2,52352,0
2,52353,0
2,52354,0
2,52355,0
2,52356,0
2,52357,0
2,52358,0
2,52359,0
2,52360,0
2,52361,0
2,52362,0
2,52363,0
2,52364,0
2,52365,0
2,52366,0
2,52367,0
2,52368,0
2,52369,0
2,52370,0
2,52371,0
2,52372,1
2,52373,1
2,52374,0
2,52375,0
2,52376,0
2,52377,0
2,52378,0
2,52379,0
2,52380,0
2,52381,0
2,52382,0
2,52383,0
2,52384,0
2,52385,0
2,52386,0
2,52387,0
2,52388,0
2,52389,0
2,52390,0
2,52391,0
2,52392,0
2,52393,0
2,52394,0
2,52395,0
2,52396,0
2,52397,0
2,52398,0
2,52399,0
2,52400,0
2,52401,0
2,52402,0
2,52403,0
2,52404,0
2,52405,0
2,52406,0
2,52407,0
2,52408,0
2,52409,0
2,52410,0
2,52411,0
2,52412,0
2,52413,0
2,52414,0
2,52415,0
2,52416,0
2,52417,0
2,52418,0
2,52419,0
2,52420,0
2,52421,0
2,52422,0
2,52423,0
2,52424,0
2,52425,0
2,52426,0
2,52427,0
2,52428,0
2,52429,0
2,52430,0
2,52431,0
2,52432,0
2,52433,0
2,52434,0
2,52435,0
2,52436,0
2,52437,0
2,52438,0
2,52439,0
2,52440,0
2,52441,0
2,52442,0
2,52443,0
2,52444,0
2,52445,0
2,52446,0
2,52447,0
2,52448,0
2,52449,0
2,52450,0
2,52451,0
2,52452,0
2,52453,0
2,52454,0
2,52455,0
2,52456,0
2,52457,0
2,52458,0
2,52459,0
2,52460,0
2,52461,0
2,52462,0
2,52463,0
2,52464,0
2,52465,0
2,52466,0
2,52467,0
2,52468,0
2,52469,0
2,52470,0
2,52471,0
2,52472,0
2,52473,0
2,52474,0
2,52475,0
2,52476,0
2,52477,0
2,52478,0
2,52479,0
2,52480,0
2,52481,0
2,52482,0
2,52483,0
2,52484,0
2,52485,0
2,52486,0
2,52487,0
2,52488,0
2,52489,0
2,52490,0
2,52491,0
2,52492,0
2,52493,0
2,52494,0
2,52495,0
2,52496,0
2,52497,0
2,52498,0
2,52499,0
2,52500,0
2,52501,1
2,52502,1
2,52503,0
2,52504,0
2,52505,1
2,52506,0
2,52507,0
2,52508,0
2,52509,0
2,52510,1
2,52511,1
2,52512,0
2,52513,0
2,52514,0
2,52515,1
2,52516,1
2,52517,1
2,52518,1
2,52519,1
2,52520,1
2,52521,1
2,52522,1
2,52523,1
2,52524,1
2,52525,1
2,52526,1
2,52527,1
2,52528,1
2,52529,1
2,52530,1
2,52531,1
2,52532,1
2,52533,1
2,52534,1
2,52535,1
2,52536,1
2,52537,1
2,52538,1
2,52539,1
2,52540,1
2,52541,1
2,52542,1
2,52543,1
2,52544,1
2,52545,1
2,52546,1
2,52547,1
2,52548,1
2,52549,1
2,52550,1
2,52551,1
2,52552,1
2,52553,1
2,52554,1
2,52555,1
2,52556,1
2,52557,1
2,52558,1
2,52559,1
2,52560,1
2,52561,1
2,52562,1
2,52563,1
2,52564,1
2,52565,1
2,52566,1
2,52567,1
2,52568,1
2,52569,1
2,52570,1
2,52571,1
2,52572,1
2,52573,1
2,52574,1
2,52575,1
2,52576,1
2,52577,1
2,52578,1
2,52579,1
2,52580,1
2,52581,1
2,52582,1
2,52583,1
2,52584,1
2,52585,1
2,52586,1
2,52587,1
2,52588,1
2,52589,1
2,52590,1
2,52591,1
2,52592,1
2,52593,1
2,52594,1
2,52595,1
2,52596,1
2,52597,1
2,52598,1
2,52599,1
2,52600,1
2,52601,1
2,52602,1
2,52603,1
2,52604,1
2,52605,1
2,52606,1
2,52607,1
2,52608,1
2,52609,1
2,52610,1
2,52611,1
2,52612,1
2,52613,1
2,52614,1
2,52615,1
2,52616,1
2,52617,1
2,52618,1
2,52619,1
2,52620,1
2,52621,1
2,52622,1
2,52623,1
2,52624,1
2,52625,1
2,52626,1
2,52627,1
2,52628,1
2,52629,1
2,52630,1
2,52631,1
2,52632,1
2,52633,1
2,52634,1
2,52635,1
2,52636,1
2,52637,1
2,52638,1
2,52639,1
2,52640,1
2,52641,1
2,52642,0
2,52643,1
2,52644,1
2,52645,1
2,52646,1
2,52647,1
2,52648,1
2,52649,1
2,52650,1
2,52651,1
2,52652,1
2,52653,1
2,52654,1
2,52655,1
2,52656,1
2,52657,1
2,52658,1
2,52659,1
2,52660,1
2,52661,1
2,52662,1
2,52663,1
2,52664,1
2,52665,1
2,52666,1
2,52667,1
2,52668,1
2,52669,1
2,52670,1
2,52671,1
2,52672,1
2,52673,1
2,52674,1
2,52675,1
2,52676,1
2,52677,1
2,52678,0
2,52679,1
2,52680,1
2,52681,0
2,52682,1
2,52683,0
2,52684,1
2,52685,1
2,52686,1
2,52687,1
2,52688,1
2,52689,1
2,52690,1
2,52691,1
2,52692,1
2,52693,1
2,52694,1
2,52695,1
2,52696,1
2,52697,1
2,52698,1
2,52699,1
2,52700,0
2,52701,1
2,52702,1
2,52703,0
2,52704,0
2,52705,1
2,52706,0
2,52707,1
2,52708,0
2,52709,1
2,52710,0
2,52711,0
2,52712,0
2,52713,0
2,52714,0
2,52715,0
2,52716,0
2,52717,1
2,52718,0
2,52719,1
2,52720,0
2,52721,0
2,52722,0
2,52723,1
2,52724,0
2,52725,0
2,52726,0
2,52727,0
2,52728,1
2,52729,1
2,52730,0
2,52731,1
2,52732,1
2,52733,1
2,52734,1
2,52735,1
2,52736,1
2,52737,1
2,52738,1
2,52739,1
2,52740,0
2,52741,1
2,52742,1
2,52743,1
2,52744,1
2,52745,1
2,52746,1
2,52747,1
2,52748,1
2,52749,1
2,52750,1
2,52751,1
2,52752,1
2,52753,1
2,52754,1
2,52755,1
2,52756,1
2,52757,1
2,52758,1
2,52759,1
2,52760,1
2,52761,1
2,52762,1
2,52763,1
2,52764,1
2,52765,1
2,52766,1
2,52767,1
2,52768,1
2,52769,1
2,52770,1
2,52771,1
2,52772,1
2,52773,1
2,52774,1
2,52775,1
2,52776,1
2,52777,1
2,52778,1
2,52779,1
2,52780,1
2,52781,1
2,52782,1
2,52783,1
2,52784,1
2,52785,1
2,52786,1
2,52787,1
2,52788,1
2,52789,1
2,52790,1
2,52791,1
2,52792,1
2,52793,1
2,52794,1
2,52795,1
2,52796,1
2,52797,1
2,52798,1
2,52799,1
2,52800,1
2,52801,1
2,52802,1
2,52803,1
2,52804,1
2,52805,1
2,52806,1
2,52807,1
2,52808,1
2,52809,1
2,52810,1
2,52811,1
2,52812,1
2,52813,1
2,52814,1
2,52815,1
2,52816,1
2,52817,1
2,52818,1
2,52819,1
2,52820,1
2,52821,1
2,52822,1
2,52823,1
2,52824,1
2,52825,1
2,52826,1
2,52827,1
2,52828,1
2,52829,1
2,52830,1
2,52831,1
2,52832,1
2,52833,1
2,52834,1
2,52835,1
2,52836,1
2,52837,1
2,52838,1
2,52839,1
2,52840,1
2,52841,1
2,52842,1
2,52843,1
2,52844,1
2,52845,1
2,52846,1
2,52847,1
2,52848,1
2,52849,1
2,52850,1
2,52851,1
2,52852,1
2,52853,1
2,52854,1
2,52855,1
2,52856,1
2,52857,1
2,52858,1
2,52859,1
2,52860,1
2,52861,1
2,52862,1
2,52863,1
2,52864,1
2,52865,1
2,52866,1
2,52867,1
2,52868,1
2,52869,1
2,52870,1
2,52871,1
2,52872,1
2,52873,1
2,52874,1
2,52875,1
2,52876,1
2,52877,1
2,52878,1
2,52879,1
2,52880,1
2,52881,1
2,52882,1
2,52883,1
2,52884,1
2,52885,1
2,52886,1
2,52887,1
2,52888,1
2,52889,1
2,52890,1
2,52891,1
2,52892,1
2,52893,1
2,52894,1
2,52895,1
2,52896,1
2,52897,1
2,52898,1
2,52899,1
2,52900,1
2,52901,1
2,52902,1
2,52903,1
2,52904,1
2,52905,1
2,52906,1
2,52907,1
2,52908,1
2,52909,1
2,52910,1
2,52911,1
2,52912,1
2,52913,1
2,52914,1
2,52915,1
2,52916,1
2,52917,1
2,52918,1
2,52919,1
2,52920,1
2,52921,1
2,52922,1
2,52923,1
2,52924,1
2,52925,1
2,52926,1
2,52927,1
2,52928,1
2,52929,1
2,52930,1
2,52931,1
2,52932,1
2,52933,1
2,52934,1
2,52935,1
2,52936,1
2,52937,1
2,52938,1
2,52939,1
2,52940,1
2,52941,1
2,52942,1
2,52943,1
2,52944,1
2,52945,1
2,52946,1
2,52947,1
2,52948,1
2,52949,1
2,52950,1
2,52951,1
2,52952,1
2,52953,1
2,52954,1
2,52955,1
2,52956,1
2,52957,1
2,52958,1
2,52959,1
2,52960,1
2,52961,1
2,52962,1
2,52963,1
2,52964,1
2,52965,1
2,52966,1
2,52967,1
2,52968,1
2,52969,1
2,52970,1
2,52971,1
2,52972,1
2,52973,1
2,52974,1
2,52975,1
2,52976,1
2,52977,1
2,52978,1
2,52979,1
2,52980,1
2,52981,1
2,52982,1
2,52983,1
2,52984,1
2,52985,1
2,52986,1
2,52987,1
2,52988,1
2,52989,1
2,52990,1
2,52991,1
2,52992,1
2,52993,1
2,52994,1
2,52995,1
2,52996,1
2,52997,1
2,52998,1
2,52999,1
2,53000,1
2,53001,1
2,53002,1
2,53003,0
2,53004,1
2,53005,1
2,53006,1
2,53007,1
2,53008,1
2,53009,1
2,53010,1
2,53011,1
2,53012,1
2,53013,1
2,53014,1
2,53015,1
2,53016,1
2,53017,1
2,53018,1
2,53019,1
2,53020,1
2,53021,1
2,53022,1
2,53023,1
2,53024,1
2,53025,1
2,53026,1
2,53027,1
2,53028,1
2,53029,1
2,53030,1
2,53031,1
2,53032,1
2,53033,1
2,53034,1
2,53035,1
2,53036,1
2,53037,1
2,53038,1
