ID,Index,b,Dc,Mc,Mr0,dt
1,24755,-1.78846474895725,-2.47202000600991,-0.73073316676403,2.16758585452861,0.710673813601783
1,24756,-2.03569729371377,-2.52742603030707,-1.0807738898899,2.00508496283304,2.00134681169546
1,24757,-1.20125012833794,-2.62185561013682,0.060920522090187,1.98448537596788,-0.101409170012376
1,24758,-1.30751118540646,-2.75070304789573,-0.247128912033464,1.93315435742617,-0.797214143944677
1,24759,-0.94524024590748,-2.40528216041919,0.582024373946454,1.92048770129794,-0.599261864303213
1,24760,-0.726672413933062,-2.43126424342247,0.142291785045401,1.75362300806023,2.32641256448854
1,24761,0.117111199096602,-2.69180201791829,1.22418544675771,1.48485211596774,0.106595886700406
1,24762,-0.38660492614257,-2.64539821822035,0.592020484432183,1.36821677845069,1.55204689062663
1,24763,-0.160263250598872,-2.44280043066193,0.810976278436543,1.33869891640755,-0.287343139631199
1,24764,-0.110121489267303,-2.73774457868715,0.882899031105128,1.3165834925531,-0.452284832978819
1,24765,-0.0281336307300417,-2.55513280703798,0.86646513011618,1.30003617080408,-0.55312395270628
1,24766,0.0499378047359056,-2.34557188219111,1.14452035808003,1.26012763205146,-0.046175237375572
1,24767,-0.066541122346884,-1.93710835115305,1.02594861728446,1.2221426455602,-0.0714412331273351
1,24768,-0.149630812833746,-1.93141219690589,0.610182014713332,1.1867907212615,-0.096220948660573
1,24769,-0.534198423690072,-1.97162739804875,0.237254010511991,1.18191083272049,-0.807255974179007
1,24770,-0.182889169964727,-1.7936343958209,0.309980919302182,1.15154821219802,-0.242951690142725
1,24771,-0.464798986671064,-1.67912283516311,0.114130514593997,0.951614072758359,3.95643554868863
1,24772,-0.879453003817705,-1.52087995675828,-0.0670895171721362,0.930880682030131,-0.402857079263728
1,24773,0.10880770546918,-1.6208328348222,0.545490835742699,0.918666938481372,-0.622307204142392
1,24774,-0.463679419265995,-1.56560763096842,0.558981241039513,0.799001843332119,2.18120333071949
1,24775,-0.125586190446392,-1.92410263726932,0.527479089248961,0.749627134500866,0.463706974538051
1,24776,-0.367659984738228,-1.82537924358845,0.374775496378649,0.74919361696094,-0.724048141777757
1,24777,0.147783029896533,-1.59503951240705,1.28181929302114,0.74866937177157,-0.161170602123128
1,24778,-0.254013810560626,-1.49680957665267,1.1136223644915,0.674325109075084,1.15531207872615
1,24779,0.125662555272987,-1.27878857969283,1.05128472170456,0.5716546604174,2.10342385244128
1,24780,0.155284812245234,-1.38475728195479,0.898070371614634,0.54803308904719,-0.178530449660543
1,24781,0.195352107722461,-1.35158519863172,1.41457528240357,0.41646034508699,3.03368131875104
1,24782,0.0129239966460347,-1.35482235982041,0.970112239960872,0.366059888676878,0.996843959815088
1,24783,1.03533634915392,-1.62655854006782,2.03741853546421,0.307026949415861,0.907524745087018
1,24784,0.389809316222564,-1.68229274030326,1.28561843999608,0.293613911162288,-0.448548565069871
1,24785,1.06028675596753,-1.69691283312288,1.58841118273892,0.285256524318005,-0.405241879454199
1,24786,0.806605679964184,-1.33068137016425,1.47889422378337,0.264087258215458,-0.0249897883099498
1,24787,0.42208344470005,-1.32507218243665,1.29332256773817,0.212138829399527,0.78547051742355
1,24788,0.815125205148286,-1.44932898276461,1.79534058962084,0.211797179711605,-0.842800255737292
1,24789,0.282690659804738,-1.68623134730842,0.690342835036897,0.214147817785481,-0.809833704383703
1,24790,0.981077928324164,-1.87239011730354,1.50017435616518,0.215264499101552,-0.873602664670367
1,24791,0.573618426105801,-1.96071311064111,1.2986491239498,0.0954917032198876,4.00977682515487
1,24792,0.589158872372928,-1.78266771816799,1.2806043052246,0.0984483487980499,-0.639942172351932
1,24793,0.36207471137113,-1.65767511935165,0.910584781040673,0.0437451127072047,1.06639862554565
1,24794,0.42896883178195,-2.09976039487405,1.1386368920344,0.0168016993290654,0.423191272814383
1,24795,0.401585903079999,-1.88677552715127,1.07535790538433,-0.11488257268956,3.83448940242205
1,24796,0.472525318213367,-2.44306111277504,0.996585367927915,-0.11673169944733,-0.743832525997425
